Gene stable ID	Gene name	Human gene stable ID	Human gene name	Human Whole-genome alignment coverage	Human orthology confidence [0 low, 1 high]
ENSMMUG00000064744					
ENSMMUG00000019758	HCST	ENSG00000126264	HCST	100.00	1
ENSMMUG00000009683	PRRT2	ENSG00000167371	PRRT2	100.00	1
ENSMMUG00000015603	BLVRB	ENSG00000090013	BLVRB	100.00	1
ENSMMUG00000006752	NAE1	ENSG00000159593	NAE1	100.00	1
ENSMMUG00000062545					
ENSMMUG00000022843	FBXO11	ENSG00000138081	FBXO11	100.00	1
ENSMMUG00000017859	OR9G4	ENSG00000172457	OR9G4	100.00	1
ENSMMUG00000061544	ARHGAP39	ENSG00000147799	ARHGAP39	100.00	1
ENSMMUG00000022956	LRIT3	ENSG00000183423	LRIT3	100.00	1
ENSMMUG00000018001	NDP	ENSG00000124479	NDP	100.00	1
ENSMMUG00000012141	CYP26B1	ENSG00000003137	CYP26B1	100.00	1
ENSMMUG00000062830					
ENSMMUG00000013603	ZNF711	ENSG00000147180	ZNF711	100.00	1
ENSMMUG00000002138	LOXL3	ENSG00000115318	LOXL3	100.00	1
ENSMMUG00000004745	BCLAF3	ENSG00000173681	BCLAF3	100.00	1
ENSMMUG00000021543	CADPS2	ENSG00000081803	CADPS2	100.00	1
ENSMMUG00000049145	CKB	ENSG00000166165	CKB	100.00	1
ENSMMUG00000031965	ALAD	ENSG00000148218	ALAD	100.00	1
ENSMMUG00000053719	Metazoa_SRP				
ENSMMUG00000050107					
ENSMMUG00000049345	Metazoa_SRP				
ENSMMUG00000008119	TELO2	ENSG00000100726	TELO2	100.00	1
ENSMMUG00000056135	U6	ENSG00000200763	RNU6-961P	100.00	1
ENSMMUG00000009815					
ENSMMUG00000041905	PPP2R2A	ENSG00000221914	PPP2R2A	100.00	1
ENSMMUG00000059142	OR5AR1	ENSG00000172459	OR5AR1	100.00	1
ENSMMUG00000005879	GARRE1	ENSG00000166398	GARRE1	100.00	1
ENSMMUG00000000049	SLAIN1	ENSG00000139737	SLAIN1	100.00	1
ENSMMUG00000065255	MCMDC2	ENSG00000178460	MCMDC2	100.00	1
ENSMMUG00000000916	SLC35B4	ENSG00000205060	SLC35B4	100.00	1
ENSMMUG00000050052					
ENSMMUG00000048854	TULP2	ENSG00000104804	TULP2	100.00	1
ENSMMUG00000012989	HNRNPA1				
ENSMMUG00000021241	CNTN3	ENSG00000113805	CNTN3	100.00	1
ENSMMUG00000000208	NRG1	ENSG00000157168	NRG1	100.00	1
ENSMMUG00000053252					
ENSMMUG00000053566	SNORD115	ENSG00000273835	SNORD115-13	100.00	1
ENSMMUG00000025513	U6	ENSG00000201815	RNU6-526P	100.00	1
ENSMMUG00000048308	Metazoa_SRP	ENSG00000266059	RN7SL140P	100.00	1
ENSMMUG00000059553					
ENSMMUG00000060330					
ENSMMUG00000051752	U6	ENSG00000274385	U6	0.00	0
ENSMMUG00000051752	U6	ENSG00000212441	RNU6-1269P	0.00	0
ENSMMUG00000051752	U6	ENSG00000238529	RNU6-599P	0.00	0
ENSMMUG00000051752	U6	ENSG00000278625	U6	0.00	0
ENSMMUG00000051752	U6	ENSG00000212140	RNU6-1320P	0.00	0
ENSMMUG00000051752	U6	ENSG00000275030	RNU6-538P	0.00	0
ENSMMUG00000051752	U6	ENSG00000275068	U6	0.00	0
ENSMMUG00000051752	U6	ENSG00000238551	RNU6-1193P	0.00	0
ENSMMUG00000051752	U6	ENSG00000278551	RNU6-368P	0.00	0
ENSMMUG00000025576	Y_RNA	ENSG00000200436	Y_RNA	100.00	1
ENSMMUG00000058973					
ENSMMUG00000008657	AKTIP	ENSG00000166971	AKTIP	100.00	1
ENSMMUG00000062605					
ENSMMUG00000000657	OR5AP2	ENSG00000172464	OR5AP2	100.00	1
ENSMMUG00000018738	ADH1B	ENSG00000196616	ADH1B	98.23	1
ENSMMUG00000056868					
ENSMMUG00000021815	SMIM15	ENSG00000188725	SMIM15	100.00	1
ENSMMUG00000058334		ENSG00000160131	VMA21	100.00	0
ENSMMUG00000026085	SNORD58	ENSG00000271982	SNORD58B	100.00	1
ENSMMUG00000008876	MRPL11	ENSG00000174547	MRPL11	100.00	1
ENSMMUG00000018644	KRT32	ENSG00000108759	KRT32	100.00	1
ENSMMUG00000053067					
ENSMMUG00000054736					
ENSMMUG00000025789	U6	ENSG00000207415	RNU6-1151P	100.00	1
ENSMMUG00000055380	Metazoa_SRP				
ENSMMUG00000053236	Metazoa_SRP				
ENSMMUG00000032664	mml-mir-492	ENSG00000283998	MIR492	0.00	0
ENSMMUG00000015962	ARID2	ENSG00000189079	ARID2	100.00	1
ENSMMUG00000055254					
ENSMMUG00000030349	GRXCR1	ENSG00000215203	GRXCR1	100.00	1
ENSMMUG00000048418	PPDPF	ENSG00000125534	PPDPF	100.00	1
ENSMMUG00000006916	ZC4H2	ENSG00000126970	ZC4H2	100.00	1
ENSMMUG00000012266	CCDC180	ENSG00000197816	CCDC180	100.00	1
ENSMMUG00000054761					
ENSMMUG00000016131	EDN3	ENSG00000124205	EDN3	100.00	1
ENSMMUG00000024851	SNORD58	ENSG00000206602	SNORD58A	100.00	1
ENSMMUG00000049023	MS4A18	ENSG00000214782	MS4A18	100.00	1
ENSMMUG00000057935					
ENSMMUG00000010689	FERMT2	ENSG00000073712	FERMT2	100.00	1
ENSMMUG00000057456	Metazoa_SRP				
ENSMMUG00000004670	WDR36	ENSG00000134987	WDR36	100.00	1
ENSMMUG00000051827					
ENSMMUG00000003671	LHX2	ENSG00000106689	LHX2	100.00	1
ENSMMUG00000055274	OR5M1				
ENSMMUG00000022193	FGD2	ENSG00000146192	FGD2	100.00	1
ENSMMUG00000061482					
ENSMMUG00000050623	PPP1R3B	ENSG00000173281	PPP1R3B	100.00	1
ENSMMUG00000025201	SNORD58	ENSG00000202093	SNORD58C	100.00	1
ENSMMUG00000054191	Metazoa_SRP				
ENSMMUG00000054448	Metazoa_SRP				
ENSMMUG00000007796	FXYD6				
ENSMMUG00000015134	SLC5A8	ENSG00000256870	SLC5A8	100.00	1
ENSMMUG00000058048					
ENSMMUG00000007688	AMOT	ENSG00000126016	AMOT	100.00	1
ENSMMUG00000050775	Metazoa_SRP				
ENSMMUG00000028044	U6	ENSG00000200013	RNU6-623P	100.00	1
ENSMMUG00000009077	ADAP2	ENSG00000184060	ADAP2	100.00	0
ENSMMUG00000022272	PCDH17	ENSG00000118946	PCDH17	100.00	1
ENSMMUG00000051535		ENSG00000160460	SPTBN4	100.00	0
ENSMMUG00000063897	ANKRD39	ENSG00000213337	ANKRD39	100.00	1
ENSMMUG00000039826					
ENSMMUG00000006429	ACTN4	ENSG00000130402	ACTN4	100.00	1
ENSMMUG00000054117	SNORD115	ENSG00000199453	SNORD115-12	100.00	1
ENSMMUG00000061455					
ENSMMUG00000001944	HAPSTR1	ENSG00000182831	HAPSTR1	100.00	0
ENSMMUG00000048626	Metazoa_SRP				
ENSMMUG00000053886	U6				
ENSMMUG00000012223	BCAT1	ENSG00000060982	BCAT1	100.00	1
ENSMMUG00000034278	U6	ENSG00000212564	RNU6-1326P	100.00	1
ENSMMUG00000059217					
ENSMMUG00000012811	FASN	ENSG00000169710	FASN	100.00	1
ENSMMUG00000020525	EARS2	ENSG00000103356	EARS2	100.00	1
ENSMMUG00000052195					
ENSMMUG00000022771	PASD1	ENSG00000166049	PASD1	100.00	1
ENSMMUG00000062667	LRFN3	ENSG00000126243	LRFN3	100.00	1
ENSMMUG00000008867	ERI1	ENSG00000104626	ERI1	100.00	1
ENSMMUG00000010043	EGF	ENSG00000138798	EGF	100.00	1
ENSMMUG00000039920	SNORD39	ENSG00000264997	SNORD39	0.00	0
ENSMMUG00000017070	ZSCAN29	ENSG00000140265	ZSCAN29	100.00	1
ENSMMUG00000063289					
ENSMMUG00000001760	DYM	ENSG00000141627	DYM	100.00	1
ENSMMUG00000010453	FOLR2	ENSG00000165457	FOLR2	100.00	1
ENSMMUG00000064267	MPPE1	ENSG00000154889	MPPE1	100.00	1
ENSMMUG00000064370					
ENSMMUG00000003631	CKAP5	ENSG00000175216	CKAP5	100.00	1
ENSMMUG00000045350	Metazoa_SRP	ENSG00000239464	RN7SL691P	100.00	1
ENSMMUG00000053216	U2	ENSG00000223125	RNU2-32P	100.00	1
ENSMMUG00000056505					
ENSMMUG00000061597	Metazoa_SRP	ENSG00000278732	Metazoa_SRP	0.00	0
ENSMMUG00000020065	HEATR3	ENSG00000155393	HEATR3	100.00	1
ENSMMUG00000053003	GALR1	ENSG00000166573	GALR1	100.00	1
ENSMMUG00000055989					
ENSMMUG00000036493	U4	ENSG00000200274	RNU4-32P	100.00	1
ENSMMUG00000024233	U6	ENSG00000201909	RNU6-590P	100.00	1
ENSMMUG00000056615					
ENSMMUG00000012992	NFE2	ENSG00000123405	NFE2	100.00	1
ENSMMUG00000062776					
ENSMMUG00000049615					
ENSMMUG00000013350	OR5M3	ENSG00000174937	OR5M3	100.00	1
ENSMMUG00000054592					
ENSMMUG00000018645	KRT35	ENSG00000197079	KRT35	100.00	1
ENSMMUG00000047465	Metazoa_SRP	ENSG00000240533	RN7SL69P	100.00	1
ENSMMUG00000064613	SPCS3	ENSG00000129128	SPCS3	100.00	1
ENSMMUG00000019826	MAZ	ENSG00000103495	MAZ	100.00	1
ENSMMUG00000057318	U2				
ENSMMUG00000002532	ZSWIM6	ENSG00000130449	ZSWIM6	100.00	1
ENSMMUG00000006065	PTK6	ENSG00000101213	PTK6	100.00	1
ENSMMUG00000043867					
ENSMMUG00000013558	PUF60	ENSG00000179950	PUF60	100.00	1
ENSMMUG00000059942	Metazoa_SRP				
ENSMMUG00000021797	CHN1	ENSG00000128656	CHN1	100.00	1
ENSMMUG00000048988	OR5M9	ENSG00000150269	OR5M9	100.00	1
ENSMMUG00000060808					
ENSMMUG00000016391	EFHC2	ENSG00000183690	EFHC2	100.00	1
ENSMMUG00000063052	CPO	ENSG00000144410	CPO	100.00	1
ENSMMUG00000063825					
ENSMMUG00000017912	KCTD8	ENSG00000183783	KCTD8	100.00	1
ENSMMUG00000058661					
ENSMMUG00000003904	NUCB1	ENSG00000104805	NUCB1	100.00	1
ENSMMUG00000051935	SNORD115	ENSG00000200486	SNORD115-11	100.00	1
ENSMMUG00000057031					
ENSMMUG00000022341	RPL7A				
ENSMMUG00000011663	MVK	ENSG00000110921	MVK	100.00	1
ENSMMUG00000049504					
ENSMMUG00000061974					
ENSMMUG00000002989	NTAN1	ENSG00000157045	NTAN1	100.00	1
ENSMMUG00000059470	Metazoa_SRP				
ENSMMUG00000051255					
ENSMMUG00000023751	GRN	ENSG00000030582	GRN	100.00	1
ENSMMUG00000007187	HDHD3	ENSG00000119431	HDHD3	100.00	1
ENSMMUG00000011166	MS4A8	ENSG00000166959	MS4A8	100.00	1
ENSMMUG00000013186	SRD5A1	ENSG00000145545	SRD5A1	100.00	1
ENSMMUG00000053193	Metazoa_SRP	ENSG00000243856	RN7SL551P	100.00	1
ENSMMUG00000057920					
ENSMMUG00000060511					
ENSMMUG00000004470	CD9	ENSG00000010278	CD9	100.00	1
ENSMMUG00000058793	U6	ENSG00000200218	RNU6-697P	100.00	1
ENSMMUG00000053158					
ENSMMUG00000051586					
ENSMMUG00000031065	OR8U1	ENSG00000172199	OR8U1	100.00	1
ENSMMUG00000055393					
ENSMMUG00000064990					
ENSMMUG00000016189	SNAPC3	ENSG00000164975	SNAPC3	100.00	1
ENSMMUG00000020228	RUFY4	ENSG00000188282	RUFY4	100.00	1
ENSMMUG00000018646	KRT36	ENSG00000126337	KRT36	100.00	1
ENSMMUG00000023299	TIMM21	ENSG00000075336	TIMM21	100.00	1
ENSMMUG00000007591	ANKRD23	ENSG00000163126	ANKRD23	100.00	1
ENSMMUG00000063636					
ENSMMUG00000011497	WDR44	ENSG00000131725	WDR44	100.00	1
ENSMMUG00000054305		ENSG00000252170		100.00	1
ENSMMUG00000062586					
ENSMMUG00000059886					
ENSMMUG00000009847	TIMM23	ENSG00000265354	TIMM23	100.00	1
ENSMMUG00000004242	PEX5	ENSG00000139197	PEX5	100.00	1
ENSMMUG00000051995	Metazoa_SRP				
ENSMMUG00000017076	TUBGCP4	ENSG00000137822	TUBGCP4	100.00	1
ENSMMUG00000063627	U6	ENSG00000207381	RNU6-950P	100.00	1
ENSMMUG00000046436	Metazoa_SRP	ENSG00000243011	RN7SL266P	100.00	1
ENSMMUG00000041514		ENSG00000201733		100.00	1
ENSMMUG00000020523	UBFD1	ENSG00000103353	UBFD1	100.00	1
ENSMMUG00000048052					
ENSMMUG00000011667	MYF6	ENSG00000111046	MYF6	100.00	1
ENSMMUG00000051959	Metazoa_SRP				
ENSMMUG00000008306	PRKX	ENSG00000183943	PRKX	100.00	1
ENSMMUG00000041006	FAM171A2	ENSG00000161682	FAM171A2	100.00	1
ENSMMUG00000013511	SAT2	ENSG00000141504	SAT2	100.00	1
ENSMMUG00000002136	HTRA2	ENSG00000115317	HTRA2	100.00	1
ENSMMUG00000059891					
ENSMMUG00000040471	OR8J1	ENSG00000172487	OR8J1	100.00	1
ENSMMUG00000053233					
ENSMMUG00000009684	KIF22	ENSG00000079616	KIF22	100.00	1
ENSMMUG00000015982	NPAS4	ENSG00000174576	NPAS4	100.00	1
ENSMMUG00000055693					
ENSMMUG00000064129	Metazoa_SRP				
ENSMMUG00000052222					
ENSMMUG00000005851	BSPRY	ENSG00000119411	BSPRY	100.00	1
ENSMMUG00000059810	Metazoa_SRP				
ENSMMUG00000062893	Metazoa_SRP				
ENSMMUG00000016929	PRRG3	ENSG00000130032	PRRG3	100.00	1
ENSMMUG00000052746	SNORD115	ENSG00000201943	SNORD115-10	100.00	1
ENSMMUG00000029101	DPEP3	ENSG00000141096	DPEP3	100.00	1
ENSMMUG00000017197	BCAS3	ENSG00000141376	BCAS3	100.00	1
ENSMMUG00000048091	SDHAF1	ENSG00000205138	SDHAF1	100.00	1
ENSMMUG00000051079					
ENSMMUG00000012321	FN1	ENSG00000115414	FN1	100.00	1
ENSMMUG00000009273	GNPDA2	ENSG00000163281	GNPDA2	100.00	1
ENSMMUG00000020553	KDM5C	ENSG00000126012	KDM5C	100.00	1
ENSMMUG00000051957					
ENSMMUG00000008825	OCRL	ENSG00000122126	OCRL	100.00	1
ENSMMUG00000051401	Y_RNA	ENSG00000206663	Y_RNA	100.00	1
ENSMMUG00000061570					
ENSMMUG00000005182	COPZ1	ENSG00000111481	COPZ1	100.00	1
ENSMMUG00000049882					
ENSMMUG00000041405					
ENSMMUG00000009470	CLN8	ENSG00000182372	CLN8	100.00	1
ENSMMUG00000051082	U6	ENSG00000207414	RNU6-768P	100.00	1
ENSMMUG00000053349					
ENSMMUG00000049875	Metazoa_SRP				
ENSMMUG00000050161	SRMS	ENSG00000125508	SRMS	100.00	1
ENSMMUG00000050750					
ENSMMUG00000013189	TENT4A	ENSG00000112941	TENT4A	100.00	1
ENSMMUG00000049804					
ENSMMUG00000011846	PGR	ENSG00000082175	PGR	100.00	1
ENSMMUG00000020796		ENSG00000160460	SPTBN4	100.00	0
ENSMMUG00000005131	EDNRB	ENSG00000136160	EDNRB	100.00	1
ENSMMUG00000004198	HS6ST2	ENSG00000171004	HS6ST2	100.00	1
ENSMMUG00000011669	MYF5	ENSG00000111049	MYF5	100.00	1
ENSMMUG00000015177	CARTPT	ENSG00000164326	CARTPT	100.00	1
ENSMMUG00000063022					
ENSMMUG00000061433					
ENSMMUG00000061906					
ENSMMUG00000019699	SYNE4	ENSG00000181392	SYNE4	100.00	1
ENSMMUG00000057538					
ENSMMUG00000011828	CABP2	ENSG00000167791	CABP2	100.00	1
ENSMMUG00000059762					
ENSMMUG00000063803					
ENSMMUG00000044054	Metazoa_SRP	ENSG00000240205	RN7SL865P	100.00	1
ENSMMUG00000057161					
ENSMMUG00000051464					
ENSMMUG00000018610	PAPOLA	ENSG00000090060	PAPOLA	100.00	1
ENSMMUG00000055670	Metazoa_SRP				
ENSMMUG00000060588		ENSG00000211638	IGLV8-61	100.00	1
ENSMMUG00000054456	SNORD115	ENSG00000201943	SNORD115-10	100.00	1
ENSMMUG00000059862					
ENSMMUG00000050378	Metazoa_SRP				
ENSMMUG00000058750	NRIP1	ENSG00000180530	NRIP1	100.00	1
ENSMMUG00000060060					
ENSMMUG00000060613	FAM222A	ENSG00000139438	FAM222A	100.00	1
ENSMMUG00000057442					
ENSMMUG00000026493	SNORD36	ENSG00000252542	SNORD36C	100.00	1
ENSMMUG00000005850	WDR31	ENSG00000148225	WDR31	100.00	1
ENSMMUG00000017259	DNAJC6	ENSG00000116675	DNAJC6	100.00	1
ENSMMUG00000051242	U6	ENSG00000202034	RNU6-399P	100.00	1
ENSMMUG00000014718	SLC8A2	ENSG00000118160	SLC8A2	100.00	1
ENSMMUG00000000192	MAP7D2	ENSG00000184368	MAP7D2	100.00	1
ENSMMUG00000060286					
ENSMMUG00000037651					
ENSMMUG00000044001					
ENSMMUG00000011671	LIN7A	ENSG00000111052	LIN7A	100.00	1
ENSMMUG00000022977					
ENSMMUG00000024994	U1	ENSG00000202317	RNU1-84P	100.00	1
ENSMMUG00000040413					
ENSMMUG00000059017					
ENSMMUG00000026566		ENSG00000200112		100.00	1
ENSMMUG00000024747	SNORD36	ENSG00000199744	SNORD36A	100.00	1
ENSMMUG00000012891	UTP20	ENSG00000120800	UTP20	100.00	1
ENSMMUG00000064042					
ENSMMUG00000053679	U3	ENSG00000201674	U3	100.00	1
ENSMMUG00000016292	PHACTR3	ENSG00000087495	PHACTR3	100.00	1
ENSMMUG00000016217	MAS1	ENSG00000130368	MAS1	100.00	1
ENSMMUG00000052548					
ENSMMUG00000061004	USP26	ENSG00000134588	USP26	100.00	1
ENSMMUG00000059429	U7	ENSG00000253043	RNU7-181P	100.00	1
ENSMMUG00000062133					
ENSMMUG00000007596	SEMA4C	ENSG00000168758	SEMA4C	100.00	1
ENSMMUG00000003905	DHDH	ENSG00000104808	DHDH	100.00	1
ENSMMUG00000051326					
ENSMMUG00000050622					
ENSMMUG00000049921					
ENSMMUG00000040974	FATE1	ENSG00000147378	FATE1	100.00	1
ENSMMUG00000018692	SCGB3A1	ENSG00000161055	SCGB3A1	100.00	1
ENSMMUG00000043504					
ENSMMUG00000040803	SRL	ENSG00000185739	SRL	100.00	0
ENSMMUG00000023907	SNORD87	ENSG00000254341	SNORD87	100.00	1
ENSMMUG00000023298	FBXO15	ENSG00000141665	FBXO15	100.00	1
ENSMMUG00000053899					
ENSMMUG00000024879	U1	ENSG00000207220	RNU1-57P	100.00	1
ENSMMUG00000025111	SNORD36	ENSG00000200831	SNORD36B	100.00	1
ENSMMUG00000063337					
ENSMMUG00000026107	Y_RNA	ENSG00000202318	Y_RNA	100.00	1
ENSMMUG00000059991					
ENSMMUG00000052084					
ENSMMUG00000060307					
ENSMMUG00000025616		ENSG00000207100		100.00	1
ENSMMUG00000029840	Metazoa_SRP				
ENSMMUG00000007967	RNF135	ENSG00000181481	RNF135	100.00	1
ENSMMUG00000006069	FNDC11	ENSG00000125531	FNDC11	100.00	1
ENSMMUG00000061170	Metazoa_SRP				
ENSMMUG00000062918					
ENSMMUG00000003177	TCF24	ENSG00000261787	TCF24	100.00	1
ENSMMUG00000015984	SLC29A2	ENSG00000174669	SLC29A2	100.00	1
ENSMMUG00000061888					
ENSMMUG00000057395	CDK2AP2	ENSG00000167797	CDK2AP2	100.00	1
ENSMMUG00000032743	SNORD30	ENSG00000212611	SNORD30	100.00	1
ENSMMUG00000052134					
ENSMMUG00000024743	SNORD24	ENSG00000206611	SNORD24	100.00	1
ENSMMUG00000049972					
ENSMMUG00000006967	LANCL3	ENSG00000147036	LANCL3	100.00	1
ENSMMUG00000028881	ZNF251	ENSG00000198169	ZNF251	100.00	1
ENSMMUG00000023431	NASP	ENSG00000132780	NASP	100.00	1
ENSMMUG00000056276	SMAD7	ENSG00000101665	SMAD7	97.18	1
ENSMMUG00000012261	ZC3H12B	ENSG00000102053	ZC3H12B	100.00	1
ENSMMUG00000057526	Metazoa_SRP				
ENSMMUG00000006348	DENND1A	ENSG00000119522	DENND1A	100.00	1
ENSMMUG00000059230	SNORD115	ENSG00000201943	SNORD115-10	100.00	1
ENSMMUG00000023986	Y_RNA	ENSG00000201216	Y_RNA	0.00	0
ENSMMUG00000061640					
ENSMMUG00000060863					
ENSMMUG00000002508	KIAA0825	ENSG00000185261	KIAA0825	100.00	1
ENSMMUG00000058893					
ENSMMUG00000060566					
ENSMMUG00000050555	U6	ENSG00000212215	RNU6-913P	100.00	1
ENSMMUG00000053330	Metazoa_SRP				
ENSMMUG00000017335	TFDP3	ENSG00000183434	TFDP3	100.00	1
ENSMMUG00000000917	AKR1B1	ENSG00000085662	AKR1B1	100.00	1
ENSMMUG00000012659	ITGA2B	ENSG00000005961	ITGA2B	100.00	1
ENSMMUG00000031495	MTRFR	ENSG00000130921	MTRFR	100.00	1
ENSMMUG00000006431	CAPN12	ENSG00000182472	CAPN12	100.00	1
ENSMMUG00000050356					
ENSMMUG00000052050					
ENSMMUG00000065261		ENSG00000188295	ZNF669	0.00	0
ENSMMUG00000064040					
ENSMMUG00000028665	mml-mir-618				
ENSMMUG00000037097	SNORA70	ENSG00000252526	SNORA70	100.00	1
ENSMMUG00000002060	KIZ	ENSG00000088970	KIZ	100.00	1
ENSMMUG00000052706	Metazoa_SRP				
ENSMMUG00000060675					
ENSMMUG00000060257	U2				
ENSMMUG00000059837					
ENSMMUG00000054018	Metazoa_SRP	ENSG00000263537	RN7SL387P	0.00	0
ENSMMUG00000023195	VPREB1	ENSG00000169575	VPREB1	100.00	1
ENSMMUG00000002799	IWS1	ENSG00000163166	IWS1	100.00	1
ENSMMUG00000003178	PPP1R42	ENSG00000178125	PPP1R42	100.00	1
ENSMMUG00000048032					
ENSMMUG00000003942	TRPV4	ENSG00000111199	TRPV4	100.00	1
ENSMMUG00000039230	U7	ENSG00000239003	RNU7-88P	100.00	1
ENSMMUG00000024034	U1	ENSG00000202199	RNU1-115P	100.00	1
ENSMMUG00000000375	PLEKHG6	ENSG00000008323	PLEKHG6	100.00	1
ENSMMUG00000006070	HELZ2	ENSG00000130589	HELZ2	100.00	1
ENSMMUG00000052821					
ENSMMUG00000018305	NKG2D	ENSG00000213809	KLRK1	100.00	1
ENSMMUG00000001753	ITGA1	ENSG00000213949	ITGA1	100.00	1
ENSMMUG00000061190					
ENSMMUG00000006652	ZBED5	ENSG00000236287	ZBED5	100.00	1
ENSMMUG00000059658					
ENSMMUG00000008774	CLVS1	ENSG00000177182	CLVS1	100.00	1
ENSMMUG00000048742	Metazoa_SRP	ENSG00000243871	RN7SL487P	100.00	1
ENSMMUG00000054293					
ENSMMUG00000006244	NUB1	ENSG00000013374	NUB1	100.00	1
ENSMMUG00000062826					
ENSMMUG00000000044	IFT140	ENSG00000187535	IFT140	100.00	1
ENSMMUG00000061963	Metazoa_SRP				
ENSMMUG00000062306					
ENSMMUG00000049709					
ENSMMUG00000020797	SHKBP1	ENSG00000160410	SHKBP1	100.00	1
ENSMMUG00000003116	TENT4B	ENSG00000121274	TENT4B	100.00	1
ENSMMUG00000061829					
ENSMMUG00000057778					
ENSMMUG00000013513	SHBG	ENSG00000129214	SHBG	100.00	1
ENSMMUG00000027052	mml-mir-148b	ENSG00000199122	MIR148B	100.00	1
ENSMMUG00000065260					
ENSMMUG00000027219	mml-mir-554	ENSG00000207606	MIR554	100.00	1
ENSMMUG00000002353					
ENSMMUG00000059011					
ENSMMUG00000059046					
ENSMMUG00000044552	BLCAP	ENSG00000166619	BLCAP	100.00	1
ENSMMUG00000009607	HTR2C	ENSG00000147246	HTR2C	100.00	1
ENSMMUG00000050103	SNORD115	ENSG00000201943	SNORD115-10	100.00	1
ENSMMUG00000060505					
ENSMMUG00000000434	CDK2AP1	ENSG00000111328	CDK2AP1	100.00	1
ENSMMUG00000003456	GPC4	ENSG00000076716	GPC4	100.00	1
ENSMMUG00000031851	Metazoa_SRP	ENSG00000264036	RN7SL198P	0.00	0
ENSMMUG00000031851	Metazoa_SRP	ENSG00000265777	RN7SL624P	0.00	0
ENSMMUG00000052667					
ENSMMUG00000062436					
ENSMMUG00000013604	POF1B	ENSG00000124429	POF1B	100.00	1
ENSMMUG00000017463					
ENSMMUG00000056298	Metazoa_SRP				
ENSMMUG00000008049	DTYMK	ENSG00000168393	DTYMK	100.00	1
ENSMMUG00000007673	TRMT61A	ENSG00000166166	TRMT61A	100.00	1
ENSMMUG00000007142	SNX9	ENSG00000130340	SNX9	100.00	1
ENSMMUG00000002936	GMPR	ENSG00000137198	GMPR	100.00	1
ENSMMUG00000005848	RNF183	ENSG00000165188	RNF183	100.00	1
ENSMMUG00000061198	XK	ENSG00000047597	XK	100.00	1
ENSMMUG00000010142	GRIN2A	ENSG00000183454	GRIN2A	100.00	1
ENSMMUG00000011436	EIF4G2	ENSG00000110321	EIF4G2	100.00	1
ENSMMUG00000053625	SC5D	ENSG00000109929	SC5D	100.00	1
ENSMMUG00000060070					
ENSMMUG00000012145	ASAP1	ENSG00000153317	ASAP1	100.00	1
ENSMMUG00000008789	PCBD1	ENSG00000166228	PCBD1	100.00	1
ENSMMUG00000056027					
ENSMMUG00000003922	LAS1L	ENSG00000001497	LAS1L	100.00	1
ENSMMUG00000014308	ZNF34	ENSG00000196378	ZNF34	100.00	1
ENSMMUG00000036752	U6	ENSG00000251834	RNU6-319P	100.00	1
ENSMMUG00000044467	Metazoa_SRP	ENSG00000263479	RN7SL509P	100.00	1
ENSMMUG00000016671	GPR84	ENSG00000139572	GPR84	100.00	1
ENSMMUG00000031102	MS4A13	ENSG00000204979	MS4A13	100.00	1
ENSMMUG00000017078	TP53BP1	ENSG00000067369	TP53BP1	100.00	1
ENSMMUG00000055078	U3				
ENSMMUG00000033085		ENSG00000212214	SNORA48B	100.00	1
ENSMMUG00000051638					
ENSMMUG00000019200		ENSG00000241322	FBXW10B	94.41	1
ENSMMUG00000019200		ENSG00000171931	FBXW10	100.00	1
ENSMMUG00000019700	ALKBH6	ENSG00000239382	ALKBH6	100.00	1
ENSMMUG00000025197	U6	ENSG00000200550	RNU6-137P	100.00	1
ENSMMUG00000003907	BAX	ENSG00000087088	BAX	100.00	1
ENSMMUG00000057965	Metazoa_SRP				
ENSMMUG00000021259	CGN				
ENSMMUG00000013400	CXCR2	ENSG00000180871	CXCR2	100.00	1
ENSMMUG00000061099	Metazoa_SRP				
ENSMMUG00000058279					
ENSMMUG00000011974	CAMK4	ENSG00000152495	CAMK4	100.00	1
ENSMMUG00000014487	TOP3B	ENSG00000100038	TOP3B	100.00	1
ENSMMUG00000063694	CNGA2	ENSG00000183862	CNGA2	100.00	1
ENSMMUG00000061469					
ENSMMUG00000018843	NDUFAF4	ENSG00000123545	NDUFAF4	100.00	1
ENSMMUG00000060618	U6	ENSG00000252472	RNU6-521P	98.10	1
ENSMMUG00000018222	RHOT1	ENSG00000126858	RHOT1	100.00	1
ENSMMUG00000022430	SF3B1	ENSG00000115524	SF3B1	100.00	1
ENSMMUG00000009472	ARHGEF10	ENSG00000104728	ARHGEF10	100.00	1
ENSMMUG00000061230	Metazoa_SRP				
ENSMMUG00000059467					
ENSMMUG00000061413					
ENSMMUG00000000190	KLF7	ENSG00000118263	KLF7	100.00	1
ENSMMUG00000038942	Metazoa_SRP	ENSG00000244307	RN7SL395P	100.00	1
ENSMMUG00000009895	KRT16	ENSG00000186832	KRT16	100.00	1
ENSMMUG00000057819	ZG16	ENSG00000174992	ZG16	100.00	1
ENSMMUG00000032817					
ENSMMUG00000013800	ACSS3	ENSG00000111058	ACSS3	100.00	1
ENSMMUG00000060718	SNORD115	ENSG00000201943	SNORD115-10	100.00	1
ENSMMUG00000058034					
ENSMMUG00000051145					
ENSMMUG00000062913	U2				
